DateTime,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),holdings,Assets Under Management
05/30/2024,ProShares Bitcoin ETF,BITO,27.8285,27.1992,2.31367,0.6293,77490,2156430493
05/31/2024,ProShares Bitcoin ETF,BITO,27.296,27.8285,-1.91351,-0.5325,76100,2077225627
06/03/2024,ProShares Bitcoin ETF,BITO,26.1433,27.296,-4.22296,-1.1527,77100,2015648456
06/04/2024,ProShares Bitcoin ETF,BITO,26.6848,26.1433,2.07128,0.5415,78440,2093155739
06/05/2024,ProShares Bitcoin ETF,BITO,26.9928,26.6848,1.15422,0.308,79440,2144308059
06/06/2024,ProShares Bitcoin ETF,BITO,26.6593,26.9928,-1.23551,-0.3335,78970,2105284948
06/07/2024,ProShares Bitcoin ETF,BITO,26.2115,26.6593,-1.67971,-0.4478,79720,2089580806
06/10/2024,ProShares Bitcoin ETF,BITO,26.2496,26.2115,0.14536,0.0381,79400,2084218266
06/11/2024,ProShares Bitcoin ETF,BITO,25.4441,26.2496,-3.06862,-0.8055,80000,2035528025
06/12/2024,ProShares Bitcoin ETF,BITO,25.5071,25.4441,0.2476,0.063,80600,2055872286
06/13/2024,ProShares Bitcoin ETF,BITO,25.1295,25.5071,-1.48037,-0.3776,79200,1990256425
06/14/2024,ProShares Bitcoin ETF,BITO,24.6795,25.1295,-1.79072,-0.45,78410,1935119620
06/17/2024,ProShares Bitcoin ETF,BITO,25.1466,24.6795,1.89266,0.4671,78760,1980546241
06/18/2024,ProShares Bitcoin ETF,BITO,24.2523,25.1466,-3.55635,-0.8943,78730,1909383603
06/20/2024,ProShares Bitcoin ETF,BITO,24.4879,24.2523,0.97145,0.2356,79130,1937727551
06/21/2024,ProShares Bitcoin ETF,BITO,24.1746,24.4879,-1.27941,-0.3133,79790,1928891358
06/24/2024,ProShares Bitcoin ETF,BITO,22.2386,24.1746,-8.00841,-1.936,80030,1779755180
06/25/2024,ProShares Bitcoin ETF,BITO,23.3402,22.2386,4.95355,1.1016,80730,1884254369
06/26/2024,ProShares Bitcoin ETF,BITO,22.9233,23.3402,-1.78619,-0.4169,79930,1832259392
06/27/2024,ProShares Bitcoin ETF,BITO,23.0799,22.9233,0.68315,0.1566,78930,1821696530
06/28/2024,ProShares Bitcoin ETF,BITO,22.5177,23.0799,-2.43589,-0.5622,78430,1766063234
07/01/2024,ProShares Bitcoin ETF,BITO,22.1906,22.5177,-1.45264,-0.3271,81510,1808755828
07/02/2024,ProShares Bitcoin ETF,BITO,21.6713,22.1906,-2.34018,-0.5193,82660,1791349680
07/03/2024,ProShares Bitcoin ETF,BITO,20.8541,21.6713,-3.77089,-0.8172,83890,1749450470
07/05/2024,ProShares Bitcoin ETF,BITO,19.7754,20.8541,-5.1726,-1.0787,85030,1681502282
07/08/2024,ProShares Bitcoin ETF,BITO,19.8038,19.7754,0.14361,0.0284,85080,1684907324
07/09/2024,ProShares Bitcoin ETF,BITO,20.2952,19.8038,2.48134,0.4914,86040,1746199028
07/10/2024,ProShares Bitcoin ETF,BITO,20.1099,20.2952,-0.91302,-0.1853,86030,1730054717
07/11/2024,ProShares Bitcoin ETF,BITO,20.0957,20.1099,-0.07061,-0.0142,86020,1728632134
07/12/2024,ProShares Bitcoin ETF,BITO,20.1929,20.0957,0.48369,0.0972,86080,1738204852
07/15/2024,ProShares Bitcoin ETF,BITO,22.2358,20.1929,10.11692,2.0429,87380,1942964226
07/16/2024,ProShares Bitcoin ETF,BITO,22.8483,22.2358,2.75457,0.6125,87760,2005166831
07/17/2024,ProShares Bitcoin ETF,BITO,22.5985,22.8483,-1.0933,-0.2498,87960,1987764083
07/18/2024,ProShares Bitcoin ETF,BITO,22.223,22.5985,-1.66161,-0.3755,87870,1952735032
07/19/2024,ProShares Bitcoin ETF,BITO,23.566,22.223,6.04329,1.343,87870,2070744444
07/22/2024,ProShares Bitcoin ETF,BITO,23.8646,23.566,1.26708,0.2986,89170,2128006406
07/23/2024,ProShares Bitcoin ETF,BITO,22.8987,23.8646,-4.04742,-0.9659,90000,2060883023
07/24/2024,ProShares Bitcoin ETF,BITO,22.9509,22.8987,0.22796,0.0522,89770,2060302316
07/25/2024,ProShares Bitcoin ETF,BITO,22.5895,22.9509,-1.57467,-0.3614,88340,1995556453
07/26/2024,ProShares Bitcoin ETF,BITO,23.7643,22.5895,5.20065,1.1748,88340,2099338286
07/29/2024,ProShares Bitcoin ETF,BITO,23.4492,23.7643,-1.32594,-0.3151,87140,2043363311
07/30/2024,ProShares Bitcoin ETF,BITO,22.9421,23.4492,-2.16255,-0.5071,84840,1946407787
07/31/2024,ProShares Bitcoin ETF,BITO,22.7036,22.9421,-1.03957,-0.2385,84840,1926173447
08/01/2024,ProShares Bitcoin ETF,BITO,20.6444,22.7036,-9.06993,-2.0592,86840,1792759717
08/02/2024,ProShares Bitcoin ETF,BITO,20.3798,20.6444,-1.2817,-0.2646,89240,1818693372
08/05/2024,ProShares Bitcoin ETF,BITO,17.4162,20.3798,-14.54185,-2.9636,90040,1568154665
08/06/2024,ProShares Bitcoin ETF,BITO,18.5175,17.4162,6.32342,1.1013,90980,1684722169
08/07/2024,ProShares Bitcoin ETF,BITO,17.8264,18.5175,-3.73215,-0.6911,92180,1643237570
08/08/2024,ProShares Bitcoin ETF,BITO,19.3491,17.8264,8.54183,1.5227,93370,1806625486
08/09/2024,ProShares Bitcoin ETF,BITO,19.7727,19.3491,2.18925,0.4236,93370,1846177019
08/12/2024,ProShares Bitcoin ETF,BITO,19.1939,19.7727,-2.92727,-0.5788,93870,1801731412
08/13/2024,ProShares Bitcoin ETF,BITO,19.8128,19.1939,3.22446,0.6189,93870,1859827556
08/14/2024,ProShares Bitcoin ETF,BITO,19.1575,19.8128,-3.30746,-0.6553,93870,1798314544
08/15/2024,ProShares Bitcoin ETF,BITO,18.5556,19.1575,-3.14185,-0.6019,94470,1752947551
08/16/2024,ProShares Bitcoin ETF,BITO,19.4576,18.5556,4.86107,0.902,94920,1846915411
08/19/2024,ProShares Bitcoin ETF,BITO,19.2032,19.4576,-1.30746,-0.2544,95620,1836210003
08/20/2024,ProShares Bitcoin ETF,BITO,19.3572,19.2032,0.80195,0.154,96370,1865453383
08/21/2024,ProShares Bitcoin ETF,BITO,20.0272,19.3572,3.46124,0.67,96670,1936029444
08/22/2024,ProShares Bitcoin ETF,BITO,19.5806,20.0272,-2.22997,-0.4466,96350,1886590830
08/23/2024,ProShares Bitcoin ETF,BITO,20.7086,19.5806,5.7608,1.128,96350,1995273631
08/26/2024,ProShares Bitcoin ETF,BITO,20.554,20.7086,-0.74655,-0.1546,96850,1990654921
08/27/2024,ProShares Bitcoin ETF,BITO,20.1338,20.554,-2.04437,-0.4202,95550,1923784610
08/28/2024,ProShares Bitcoin ETF,BITO,19.1094,20.1338,-5.08796,-1.0244,93530,1787302201
08/29/2024,ProShares Bitcoin ETF,BITO,19.2097,19.1094,0.52487,0.1003,92230,1771710650
08/30/2024,ProShares Bitcoin ETF,BITO,19,19.2097,-1.09164,-0.2097,90830,1725770019
09/03/2024,ProShares Bitcoin ETF,BITO,17.5726,19,-7.51263,-1.4274,92790,1630561572
09/04/2024,ProShares Bitcoin ETF,BITO,17.6129,17.5726,0.22933,0.0403,94990,1673049389
09/05/2024,ProShares Bitcoin ETF,BITO,16.9759,17.6129,-3.61667,-0.637,97300,1651755087
09/06/2024,ProShares Bitcoin ETF,BITO,16.2223,16.9759,-4.43923,-0.7536,98500,1597896566
09/09/2024,ProShares Bitcoin ETF,BITO,17.3498,16.2223,6.95031,1.1275,99170,1720579683
09/10/2024,ProShares Bitcoin ETF,BITO,17.5893,17.3498,1.38042,0.2395,100360,1765262166
09/11/2024,ProShares Bitcoin ETF,BITO,17.4895,17.5893,-0.56739,-0.0998,101060,1767488887
09/12/2024,ProShares Bitcoin ETF,BITO,17.7086,17.4895,1.25275,0.2191,101060,1789631134
09/13/2024,ProShares Bitcoin ETF,BITO,18.1225,17.7086,2.33728,0.4139,101060,1831459868
09/16/2024,ProShares Bitcoin ETF,BITO,17.5354,18.1225,-3.23962,-0.5871,101060,1772127542
09/17/2024,ProShares Bitcoin ETF,BITO,18.1783,17.5354,3.6663,0.6429,100360,1824374206
09/18/2024,ProShares Bitcoin ETF,BITO,18.1921,18.1783,0.07591,0.0138,99360,1807567074
09/19/2024,ProShares Bitcoin ETF,BITO,19.1849,18.1921,5.45731,0.9928,99360,1906211683
09/20/2024,ProShares Bitcoin ETF,BITO,19.0432,19.1849,-0.7386,-0.1417,99510,1894988851
09/23/2024,ProShares Bitcoin ETF,BITO,19.17,19.0432,0.66585,0.1268,97810,1875017719
09/24/2024,ProShares Bitcoin ETF,BITO,19.4995,19.17,1.71883,0.3295,97010,1891646514
09/25/2024,ProShares Bitcoin ETF,BITO,19.1163,19.4995,-1.96518,-0.3832,96010,1835355982
09/26/2024,ProShares Bitcoin ETF,BITO,19.6054,19.1163,2.55855,0.4891,96010,1882314474
09/27/2024,ProShares Bitcoin ETF,BITO,19.8868,19.6054,1.43532,0.2814,94890,1887058472
09/30/2024,ProShares Bitcoin ETF,BITO,19.1684,19.8868,-3.61245,-0.7184,95770,1835757687
10/01/2024,ProShares Bitcoin ETF,BITO,17.5738,19.1684,-8.3189,-1.5946,99640,1751053450
10/02/2024,ProShares Bitcoin ETF,BITO,17.1403,17.5738,-2.46674,-0.4335,101170,1734084168
10/03/2024,ProShares Bitcoin ETF,BITO,17.3879,17.1403,1.44455,0.2476,101920,1772174785
10/04/2024,ProShares Bitcoin ETF,BITO,17.7956,17.3879,2.34473,0.4077,102900,1831167258
10/07/2024,ProShares Bitcoin ETF,BITO,18.0383,17.7956,1.36382,0.2427,103450,1866062153
10/08/2024,ProShares Bitcoin ETF,BITO,17.711,18.0383,-1.81447,-0.3273,104200,1845486218
10/09/2024,ProShares Bitcoin ETF,BITO,17.3477,17.711,-2.05127,-0.3633,104630,1815089868
10/10/2024,ProShares Bitcoin ETF,BITO,16.9744,17.3477,-2.15187,-0.3733,103930,1764149409
10/11/2024,ProShares Bitcoin ETF,BITO,17.9753,16.9744,5.89653,1.0009,104680,1881654422
10/14/2024,ProShares Bitcoin ETF,BITO,18.7831,17.9753,4.49394,0.8078,105090,1973915998
10/15/2024,ProShares Bitcoin ETF,BITO,19.0903,18.7831,1.63551,0.3072,105840,2020517371
10/16/2024,ProShares Bitcoin ETF,BITO,19.2921,19.0903,1.05708,0.2018,106590,2056344958
10/17/2024,ProShares Bitcoin ETF,BITO,19.0039,19.2921,-1.49388,-0.2882,107220,2037598177
10/18/2024,ProShares Bitcoin ETF,BITO,19.5416,19.0039,2.82942,0.5377,106070,2072777532
10/21/2024,ProShares Bitcoin ETF,BITO,19.2597,19.5416,-1.44256,-0.2819,104070,2004356998
10/22/2024,ProShares Bitcoin ETF,BITO,19.1769,19.2597,-0.42991,-0.0828,100370,1924785472
10/23/2024,ProShares Bitcoin ETF,BITO,18.8514,19.1769,-1.69735,-0.3255,100370,1892115037
10/24/2024,ProShares Bitcoin ETF,BITO,19.3905,18.8514,2.85973,0.5391,103470,2006335054
10/25/2024,ProShares Bitcoin ETF,BITO,18.9558,19.3905,-2.24182,-0.4347,103030,1953016093
10/28/2024,ProShares Bitcoin ETF,BITO,19.8077,18.9558,4.49414,0.8519,105080,2081393136
10/29/2024,ProShares Bitcoin ETF,BITO,20.6665,19.8077,4.33569,0.8588,107080,2212968841
10/30/2024,ProShares Bitcoin ETF,BITO,20.4427,20.6665,-1.08291,-0.2238,105230,2151185341
10/31/2024,ProShares Bitcoin ETF,BITO,19.8629,20.4427,-2.83622,-0.5798,105230,2090172987
11/01/2024,ProShares Bitcoin ETF,BITO,18.6767,19.8629,-5.97194,-1.1862,106230,1984025860
11/04/2024,ProShares Bitcoin ETF,BITO,18.1292,18.6767,-2.93146,-0.5475,107470,1948345142
11/05/2024,ProShares Bitcoin ETF,BITO,18.7146,18.1292,3.22904,0.5854,107230,2006766577
11/06/2024,ProShares Bitcoin ETF,BITO,20.5966,18.7146,10.05632,1.882,110790,2281897335
11/07/2024,ProShares Bitcoin ETF,BITO,20.6801,20.5966,0.40541,0.0835,111130,2298179534
11/08/2024,ProShares Bitcoin ETF,BITO,20.7332,20.6801,0.25677,0.0531,109910,2278786033
11/11/2024,ProShares Bitcoin ETF,BITO,23.5144,20.7332,13.41423,2.7812,111380,2619033896
11/12/2024,ProShares Bitcoin ETF,BITO,24.148,23.5144,2.69452,0.6336,113070,2730414384
11/13/2024,ProShares Bitcoin ETF,BITO,24.1948,24.148,0.1938,0.0468,114270,2764739820
11/14/2024,ProShares Bitcoin ETF,BITO,23.5702,24.1948,-2.58155,-0.6246,111520,2628548728
11/15/2024,ProShares Bitcoin ETF,BITO,24.666,23.5702,4.64909,1.0958,108020,2664421345
11/18/2024,ProShares Bitcoin ETF,BITO,24.6875,24.666,0.08716,0.0215,107610,2656621900
11/19/2024,ProShares Bitcoin ETF,BITO,24.9585,24.6875,1.09772,0.271,108210,2700759310
11/20/2024,ProShares Bitcoin ETF,BITO,25.411,24.9585,1.81301,0.4525,108730,2762938055
11/21/2024,ProShares Bitcoin ETF,BITO,26.4852,25.411,4.2273,1.0742,108240,2866758074
11/22/2024,ProShares Bitcoin ETF,BITO,26.6951,26.4852,0.79252,0.2099,107650,2873727542
11/25/2024,ProShares Bitcoin ETF,BITO,25.4724,26.6951,-4.58024,-1.2227,107500,2738283025
11/26/2024,ProShares Bitcoin ETF,BITO,24.4213,25.4724,-4.12643,-1.0511,108420,2647757370
11/27/2024,ProShares Bitcoin ETF,BITO,26.0179,24.4213,6.53774,1.5966,105580,2746969908
11/29/2024,ProShares Bitcoin ETF,BITO,26.1361,26.0179,0.4543,0.1182,104730,2737233779
12/02/2024,ProShares Bitcoin ETF,BITO,24.6994,26.1361,-5.49699,-1.4367,105110,2596153959
12/03/2024,ProShares Bitcoin ETF,BITO,24.6768,24.6994,-0.0915,-0.0226,104700,2583660985
12/04/2024,ProShares Bitcoin ETF,BITO,25.5418,24.6768,3.50532,0.865,105040,2682910698
12/05/2024,ProShares Bitcoin ETF,BITO,25.5113,25.5418,-0.11941,-0.0305,102940,2626133248
12/06/2024,ProShares Bitcoin ETF,BITO,26.1949,25.5113,2.6796,0.6836,102600,2687596766
12/09/2024,ProShares Bitcoin ETF,BITO,24.7535,26.1949,-5.5026,-1.4414,101290,2507282040
12/10/2024,ProShares Bitcoin ETF,BITO,24.8031,24.7535,0.20038,0.0496,101290,2512306024
12/11/2024,ProShares Bitcoin ETF,BITO,26.13,24.8031,5.34973,1.3269,101250,2645662526
12/12/2024,ProShares Bitcoin ETF,BITO,25.6862,26.13,-1.69843,-0.4438,99700,2560914166
12/13/2024,ProShares Bitcoin ETF,BITO,26.1773,25.6862,1.91192,0.4911,99680,2609353290
12/16/2024,ProShares Bitcoin ETF,BITO,27.2697,26.1773,4.17308,1.0924,98480,2685520083
12/17/2024,ProShares Bitcoin ETF,BITO,27.4332,27.2697,0.59957,0.1635,97270,2668427391
12/18/2024,ProShares Bitcoin ETF,BITO,25.8173,27.4332,-5.89031,-1.6159,97770,2524157447
12/19/2024,ProShares Bitcoin ETF,BITO,24.7006,25.8173,-4.32539,-1.1167,96360,2380149841
12/20/2024,ProShares Bitcoin ETF,BITO,24.7449,24.7006,0.17935,0.0443,96640,2391347161
12/23/2024,ProShares Bitcoin ETF,BITO,22.784,24.7449,-7.92446,-1.9609,98720,2249236503
12/24/2024,ProShares Bitcoin ETF,BITO,24.2649,22.784,6.49974,1.4809,98720,2395430952
12/26/2024,ProShares Bitcoin ETF,BITO,23.3469,24.2649,-3.78324,-0.918,99990,2334456554
12/27/2024,ProShares Bitcoin ETF,BITO,23.063,23.3469,-1.21601,-0.2839,102620,2366725083
12/30/2024,ProShares Bitcoin ETF,BITO,22.979,23.063,-0.36422,-0.084,102950,2365688073
12/31/2024,ProShares Bitcoin ETF,BITO,22.7807,22.979,-0.86296,-0.1983,103330,2353929754
01/02/2025,ProShares Bitcoin ETF,BITO,23.7667,22.7807,4.32823,0.986,103110,2450584461
01/03/2025,ProShares Bitcoin ETF,BITO,24.0238,23.7667,1.08177,0.2571,102080,2452349528
01/06/2025,ProShares Bitcoin ETF,BITO,24.9744,24.0238,3.95691,0.9506,102080,2549386777
01/07/2025,ProShares Bitcoin ETF,BITO,23.4356,24.9744,-6.16151,-1.5388,102580,2404023871
01/08/2025,ProShares Bitcoin ETF,BITO,22.8184,23.4356,-2.6336,-0.6172,102160,2331127767
01/10/2025,ProShares Bitcoin ETF,BITO,23.0633,22.8184,1.07326,0.2449,102160,2356146751
01/13/2025,ProShares Bitcoin ETF,BITO,22.7492,23.0633,-1.3619,-0.3141,102660,2335432895
01/14/2025,ProShares Bitcoin ETF,BITO,23.4788,22.7492,3.20715,0.7296,102660,2410333631
01/15/2025,ProShares Bitcoin ETF,BITO,24.2454,23.4788,3.26507,0.7666,102660,2489032788
01/16/2025,ProShares Bitcoin ETF,BITO,24.4026,24.2454,0.64837,0.1572,102360,2497850160
01/17/2025,ProShares Bitcoin ETF,BITO,25.5189,24.4026,4.57451,1.1163,102360,2612114630
01/21/2025,ProShares Bitcoin ETF,BITO,25.7924,25.5189,1.07175,0.2735,101310,2613028070
01/22/2025,ProShares Bitcoin ETF,BITO,25.3179,25.7924,-1.83969,-0.4745,102510,2595337954
01/23/2025,ProShares Bitcoin ETF,BITO,25.0729,25.3179,-0.96769,-0.245,102620,2572981023
01/24/2025,ProShares Bitcoin ETF,BITO,25.4783,25.0729,1.61689,0.4054,102340,2607449247
01/27/2025,ProShares Bitcoin ETF,BITO,24.607,25.4783,-3.41977,-0.8713,103560,2548300945
01/28/2025,ProShares Bitcoin ETF,BITO,24.5474,24.607,-0.24221,-0.0596,103560,2542128769
01/29/2025,ProShares Bitcoin ETF,BITO,25.3033,24.5474,3.07935,0.7559,103400,2616361245
01/30/2025,ProShares Bitcoin ETF,BITO,25.4564,25.3033,0.60506,0.1531,103730,2640592397
01/31/2025,ProShares Bitcoin ETF,BITO,24.5866,25.4564,-3.41682,-0.8698,103730,2550368043
02/03/2025,ProShares Bitcoin ETF,BITO,23.6205,24.5866,-3.92938,-0.9661,103820,2452280334
02/04/2025,ProShares Bitcoin ETF,BITO,22.9789,23.6205,-2.71628,-0.6416,104620,2404052541
02/05/2025,ProShares Bitcoin ETF,BITO,22.6392,22.9789,-1.47831,-0.3397,105220,2382096647
02/06/2025,ProShares Bitcoin ETF,BITO,22.5465,22.6392,-0.40947,-0.0927,105670,2382488678
02/07/2025,ProShares Bitcoin ETF,BITO,22.2479,22.5465,-1.32437,-0.2986,106970,2379857885
02/10/2025,ProShares Bitcoin ETF,BITO,22.6439,22.2479,1.77994,0.396,107980,2445088345
02/11/2025,ProShares Bitcoin ETF,BITO,22.1228,22.6439,-2.30128,-0.5211,107980,2388819966
02/12/2025,ProShares Bitcoin ETF,BITO,22.5811,22.1228,2.07162,0.4583,107980,2438307201
02/13/2025,ProShares Bitcoin ETF,BITO,22.3777,22.5811,-0.90075,-0.2034,108510,2428204249
02/14/2025,ProShares Bitcoin ETF,BITO,22.6188,22.3777,1.07741,0.2411,108430,2452556507
