"DateTime","holdings"
"2024-09-23 16:28:26",177460
"2024-09-24 13:26:58",177722.25
"2024-09-25 15:44:01",177197.77
"2024-09-26 18:11:43",178334.14
"2024-09-27 13:41:55",180213.5
"2024-09-30 13:24:36",180344.62
"2024-10-01 13:08:33",177969.84
"2024-10-04 14:54:35",177707.62
"2024-10-07 13:13:22",179565.03
"2024-10-08 14:00:39",178778.38
"2024-10-10 14:50:39",178210.25
"2024-10-11 17:37:04",180067.58
"2024-10-14 19:41:39",183694.81
"2024-10-15 16:26:05",184219.23
"2024-10-18 13:54:10",184612.53
"2024-10-21 16:29:07",184962.14
"2024-10-22 15:02:07",185093.23
"2024-10-25 13:06:06",185945.34
"2024-10-28 13:47:27",186578.97
"2024-10-29 12:57:22",188414.27
"2024-10-30 13:09:01",188589.05
"2024-10-31 12:38:41",187518.48
"2024-11-01 14:40:49",187109.11
"2024-11-04 15:00:16",184596.59
"2024-11-05 15:50:57",183613.45
"2024-11-06 14:19:25",187677.08
"2024-11-07 14:43:52",190167.66
"2024-11-08 13:53:21",190604.59
"2024-11-11 17:58:16",192155.72
"2024-11-12 17:19:39",192570.8
"2024-11-13 16:11:14",194624.34
"2024-11-14 14:29:29",192592.66
"2024-11-15 17:08:03",190670.23
"2024-11-18 14:59:02",191325.59
"2024-11-19 16:40:06",194078.11
"2024-11-20 15:27:35",195498.05
"2024-11-21 16:31:33",198556.34
"2024-11-22 19:44:44",198774.78
"2024-11-25 19:36:08",197354.89
"2024-11-26 18:02:02",196306.38
"2024-11-28 17:30:09",196721.41
"2024-11-29 13:45:15",197813.59
"2024-12-02 15:39:05",198035.78
"2024-12-03 15:30:52",198581.86
"2024-12-04 16:21:57",198756.61
"2024-12-05 14:54:26",199237.16
"2024-12-06 19:05:45",201686.58
"2024-12-09 14:57:31",203499.5
"2024-12-10 15:53:42",205683.73
"2024-12-11 16:19:04",206885.05
"2024-12-12 18:21:24",207190.83
"2024-12-13 15:52:15",207780.56
"2024-12-16 15:41:21",208872.62
"2024-12-17 18:15:03",207671.36
"2024-12-19 14:55:18",205509.12
"2024-12-20 14:58:25",204766.55
"2024-12-24 04:45:26",203194.05
"2024-12-25 14:55:06",202342.28
"2024-12-26 18:44:35",205006.75
"2024-12-27 15:42:37",202800.94
"2024-12-30 17:05:03",201162.98
"2025-01-01 18:59:48",201556.08
"2025-01-02 17:56:23",201885
"2025-01-03 15:18:23",205510.23
"2025-01-06 14:53:11",209135.44
"2025-01-07 16:34:10",208240.06
"2025-01-08 16:25:05",205488.45
"2025-01-10 18:27:21",205666.16
"2025-01-13 15:28:23",204440.25
"2025-01-15 17:42:44",209069.73
"2025-01-16 18:01:56",209113.42
"2025-01-20 20:29:10",212214.23
"2025-01-21 18:45:46",212279.75
"2025-01-23 15:39:24",212367.09
"2025-01-24 17:40:29",214135.8
"2025-01-27 15:14:43",211471.84
"2025-01-29 17:33:49",211646.53
"2025-01-30 17:38:41",213633.5
"2025-02-03 16:29:58",211843.38
"2025-02-05 16:28:33",211952.55
"2025-02-06 16:14:44",210882.7
"2025-02-07 14:54:26",211428.53
"2025-02-10 15:28:51",210031.2
"2025-02-11 16:46:04",209572.72
"2025-02-12 19:18:35",208524.73
