Date,GLD Close,LBMA Gold Price,NAV per GLD in Gold,NAV/share at 10.30 a.m. NYT,Indicative Price of GLD at 4.15 p.m. NYT,Mid point of bid/ask spread at 4.15 p.m. NYT#,Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT,Daily Share Volume,Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT,Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT,Total Net Asset Value in the Trust
10-May-21,172.11,"$1,840.45",93.65191,172.3617,172.076,$172.15,0.04%,8215613,32959631.62,1025.15,6.07E+10
11-May-21,172.14,"$1,829.10",93.65082,171.2967,172.097,$172.14,0.02%,8263908,32959631.62,1025.15,6.03E+10
12-May-21,170.43,"$1,830.70",93.64981,171.4447,170.452,$170.44,-0.01%,12001053,32959631.62,1025.15,6.03E+10
13-May-21,171.13,"$1,821.80",93.64872,170.6092,171.129,$171.15,0.01%,7827346,32931537,1024.28,6.00E+10
14-May-21,172.69,"$1,838.10",93.64781,172.134,172.602,$172.67,0.04%,9436469,33062643.93,1028.36,6.08E+10
17-May-21,174.7,"$1,853.70",93.64487,173.5895,174.727,$174.72,0.00%,11938698,33306120.6,1035.93,6.17E+10
18-May-21,175.04,"$1,866.75",93.64396,174.8099,175.077,$175.03,-0.03%,7166673,33306120.6,1035.93,6.22E+10
19-May-21,175.16,"$1,888.45",93.64314,176.8404,175.122,$175.17,0.03%,20576849,33156291.57,1031.27,6.26E+10
20-May-21,175.96,"$1,878.30",93.64201,175.8878,175.827,$175.95,0.07%,9748560,33343575.59,1037.09,6.26E+10
21-May-21,176.04,"$1,875.90",93.64096,175.6611,176.022,$176.03,0.00%,7407164,33530857.51,1042.92,6.29E+10
24-May-21,176.35,"$1,880.15",93.63793,176.0534,176.306,$176.36,0.03%,5476800,33633859.23,1046.12,6.32E+10
25-May-21,177.95,"$1,887.00",93.63699,176.693,177.901,$177.92,0.01%,8738559,33633859.23,1046.12,6.35E+10
26-May-21,177.64,"$1,899.75",93.63613,177.8852,177.558,$177.61,0.03%,8224486,33568313.94,1044.08,6.38E+10
27-May-21,177.71,"$1,891.45",93.63499,177.1059,177.686,$177.73,0.02%,7879770,33568313.94,1044.08,6.35E+10
28-May-21,178.38,"$1,899.95",93.63409,177.9001,178.335,$178.29,-0.03%,9642909,33540223.72,1043.21,6.37E+10
31-May-21,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
1-Jun-21,177.9,"$1,899.35",93.62997,177.8361,177.841,$177.91,0.04%,9113530,33624490.69,1045.83,6.38E+10
2-Jun-21,178.77,"$1,902.75",93.629,178.1526,178.714,$178.77,0.03%,6605862,33493410.09,1041.75,6.37E+10
3-Jun-21,175.27,"$1,866.55",93.62734,174.7601,175.205,$175.23,0.01%,10100117,33493410.09,1041.75,6.25E+10
4-Jun-21,177.16,"$1,890.60",93.62675,177.0107,177.114,$177.16,0.03%,8372827,33538572.09,1043.16,6.34E+10
7-Jun-21,177.87,"$1,888.40",93.62367,176.7989,177.883,$177.87,-0.01%,7704853,33351324.75,1037.33,6.30E+10
8-Jun-21,177.32,"$1,893.15",93.62266,177.2417,177.277,$177.28,0.00%,5863069,33351324.75,1037.33,6.31E+10
9-Jun-21,176.98,"$1,894.60",93.62164,177.3756,176.912,$176.94,0.02%,6318828,33538568.03,1043.16,6.35E+10
10-Jun-21,177.74,"$1,888.65",93.62059,176.8165,177.701,$177.73,0.02%,9887499,33585378.33,1044.61,6.34E+10
11-Jun-21,175.74,"$1,881.05",93.61952,176.103,175.71,$175.68,-0.02%,7702500,33585378.33,1044.61,6.32E+10
14-Jun-21,174.71,"$1,865.60",93.61633,174.6506,174.688,$174.73,0.02%,7711376,33585378.33,1044.61,6.26E+10
15-Jun-21,174.05,"$1,865.10",93.6153,174.6019,174.038,$174.08,0.02%,7192785,33585378.33,1044.61,6.26E+10
16-Jun-21,171.11,"$1,860.75",93.61424,174.1927,171.272,$171.10,-0.10%,15962186,33622824.02,1045.78,6.26E+10
17-Jun-21,165.85,"$1,778.70",93.61245,166.5085,165.928,$165.88,-0.03%,27160417,33501127.84,1041.99,5.96E+10
18-Jun-21,164.93,"$1,773.10",93.61136,165.9823,165.645,$164.93,-0.43%,15393145,33856851.01,1053.06,6.00E+10
21-Jun-21,166.95,"$1,775.05",93.60831,166.1594,166.894,$166.92,0.02%,8283869,33744521.03,1049.56,5.99E+10
22-Jun-21,166.25,"$1,775.05",93.60728,166.1576,166.284,$166.26,-0.01%,7178507,33744521.03,1049.56,5.99E+10
23-Jun-21,166.14,"$1,791.60",93.60647,167.7054,166.18,$166.15,-0.02%,8088962,33650914.56,1046.65,6.03E+10
24-Jun-21,166.04,"$1,784.85",93.60536,167.0715,166.089,$166.02,-0.04%,6761312,33529227.6,1042.87,5.98E+10
25-Jun-21,166.59,"$1,786.65",93.60436,167.2382,166.536,$166.57,0.02%,7461615,33529227.6,1042.87,5.99E+10
28-Jun-21,166.58,"$1,780.30",93.60118,166.6382,166.446,$166.55,0.06%,6455912,33622828.78,1045.78,5.98E+10
29-Jun-21,164.83,"$1,755.45",93.59973,164.3096,164.895,$164.84,-0.03%,7333953,33622828.78,1045.78,5.90E+10
30-Jun-21,165.63,"$1,763.15",93.59884,165.0288,165.665,$165.64,-0.02%,6103680,33622828.78,1045.78,5.93E+10
1-Jul-21,166.2,"$1,781.50",93.59814,166.7451,166.235,$166.22,-0.01%,7333349,33538590.45,1043.16,5.97E+10
2-Jul-21,167.29,"$1,786.15",93.5972,167.1786,167.289,$167.33,0.02%,7356477,33519871.01,1042.58,5.98E+10
5-Jul-21,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
6-Jul-21,168.12,"$1,809.85",93.59358,169.3903,168.234,$168.14,-0.06%,7925998,33508682.46,1042.23,6.06E+10
7-Jul-21,168.76,"$1,804.65",93.59254,168.9018,168.752,$168.80,0.03%,7005180,33452526.94,1040.48,6.04E+10
8-Jul-21,168.65,"$1,807.70",93.59152,169.1854,168.717,$168.68,-0.02%,7050688,33443167.79,1040.19,6.04E+10
9-Jul-21,169.21,"$1,806.00",93.59049,169.0244,169.216,$169.19,-0.02%,4927103,33443167.79,1040.19,6.04E+10
12-Jul-21,169,"$1,792.40",93.58733,167.7459,169.033,$169.05,0.01%,7313625,33349580.46,1037.28,5.98E+10
13-Jul-21,169.22,"$1,813.85",93.58645,169.7518,169.27,$169.25,-0.01%,6940324,33349580.46,1037.28,6.05E+10
14-Jul-21,171.04,"$1,823.20",93.58549,170.6251,170.943,$171.01,0.04%,8811706,33255994.97,1034.37,6.06E+10
15-Jul-21,171.07,"$1,823.75",93.58447,170.6747,171.091,$171.11,0.01%,6499973,33255994.97,1034.37,6.06E+10
16-Jul-21,169.41,"$1,824.30",93.58345,170.7243,169.48,$169.41,-0.04%,9321489,33068828.07,1028.55,6.03E+10
19-Jul-21,169.61,"$1,814.90",93.58028,169.8388,169.521,$169.59,0.04%,6696832,33068828.07,1028.55,6.00E+10
20-Jul-21,169.39,"$1,823.05",93.57934,170.5998,169.381,$169.38,0.00%,6511451,33068828.07,1028.55,6.03E+10
21-Jul-21,168.76,"$1,802.15",93.57808,168.6417,168.871,$168.78,-0.05%,4456398,33068828.07,1028.55,5.96E+10
22-Jul-21,169.09,"$1,799.45",93.57702,168.3872,169.131,$169.11,-0.01%,4456398,33031397.26,1027.38,5.94E+10
23-Jul-21,168.56,"$1,799.60",93.57599,168.3994,168.526,$168.54,0.01%,5830515,33031397.26,1027.38,5.94E+10
26-Jul-21,168.16,"$1,800.20",93.57293,168.45,168.197,$168.19,0.00%,5086996,32975253.5,1025.64,5.93E+10
27-Jul-21,168.44,"$1,800.35",93.5719,168.4622,168.481,$168.47,-0.01%,5923398,32975253.5,1025.64,5.93E+10
28-Jul-21,169.29,"$1,796.60",93.57082,168.1093,169.335,$169.27,-0.04%,7864456,32975253.5,1025.64,5.92E+10
29-Jul-21,171.17,"$1,829.30",93.57031,171.1682,171.089,$171.15,0.04%,8072085,33162394.12,1031.46,6.06E+10
30-Jul-21,169.82,"$1,825.75",93.56923,170.834,169.753,$169.78,0.02%,7381861,33162394.12,1031.46,6.05E+10
2-Aug-21,169.61,"$1,811.45",93.5659,169.4899,169.654,$169.64,-0.01%,10762285,33106254.58,1029.71,5.99E+10
3-Aug-21,169.49,"$1,812.65",93.56489,169.6004,169.446,$169.47,0.01%,5293437,33050115.65,1027.97,5.99E+10
4-Aug-21,169.53,"$1,829.10",93.56418,171.1382,169.543,$169.55,0.00%,9466691,33050115.65,1027.97,6.04E+10
5-Aug-21,168.86,"$1,800.75",93.5626,168.4828,168.838,$168.84,0.00%,8002545,33038781.54,1027.61,5.95E+10
6-Aug-21,164.64,"$1,762.90",93.56146,164.9395,164.692,$164.67,-0.01%,13292708,32963932.37,1025.28,5.81E+10
9-Aug-21,161.72,"$1,738.85",93.55827,162.6838,161.837,$161.71,-0.08%,11134206,32907797.41,1023.54,5.72E+10
10-Aug-21,161.77,"$1,723.35",93.55716,161.2317,161.807,$161.78,-0.02%,6824159,32907797.41,1023.54,5.67E+10
11-Aug-21,164,"$1,743.60",93.55626,163.1247,163.995,$164.01,0.01%,7326394,32907797.41,1023.54,5.74E+10
12-Aug-21,164.04,"$1,747.40",93.55526,163.4785,164.073,$164.05,-0.01%,5210590,32907797.41,1023.54,5.75E+10
13-Aug-21,166.39,"$1,773.85",93.55442,165.9515,166.396,$166.41,0.01%,7289972,32851664.76,1021.79,5.83E+10
16-Aug-21,167.22,"$1,786.35",93.55145,167.1156,167.284,$167.22,-0.04%,7775055,32814244.18,1020.63,5.86E+10
17-Aug-21,166.97,"$1,789.45",93.55045,167.4039,167.039,$166.98,-0.04%,7089062,32701983.64,1017.14,5.85E+10
18-Aug-21,167.1,"$1,783.45",93.54937,166.8406,167.082,$167.12,0.02%,7625308,32636499.08,1015.1,5.82E+10
19-Aug-21,166.61,"$1,782.05",93.54833,166.7078,166.633,$166.61,-0.01%,6870496,32636499.08,1015.1,5.81E+10
20-Aug-21,166.7,"$1,779.05",93.54727,166.4253,166.748,$166.73,-0.01%,6525589,32524242.36,1011.61,5.78E+10
23-Aug-21,168.73,"$1,802.00",93.54449,168.5672,168.707,$168.72,0.01%,7338116,32365216.72,1006.66,5.83E+10
24-Aug-21,168.65,"$1,808.45",93.54354,169.1688,168.954,$168.65,-0.18%,4484350,32299736.25,1004.63,5.84E+10
25-Aug-21,167.48,"$1,788.70",93.54225,167.319,167.525,$167.50,-0.01%,5586934,32206194,1001.72,5.76E+10
26-Aug-21,167.67,"$1,786.60",93.54119,167.1207,167.696,$167.69,0.00%,4271661,32206194,1001.72,5.75E+10
27-Aug-21,170.19,"$1,798.50",93.54035,168.2323,170.155,$170.16,0.00%,10033298,32206194,1001.72,5.79E+10
30-Aug-21,169.35,"$1,798.50",93.53727,168.2268,169.401,$169.33,-0.04%,3768600,32206194,1001.72,5.79E+10
31-Aug-21,169.69,"$1,814.85",93.53653,169.7548,169.741,$169.74,0.00%,6327438,32159425.73,1000.26,5.83E+10
1-Sep-21,169.7,"$1,811.80",93.53545,169.4675,169.715,$169.72,0.00%,4735867,32159425.73,1000.26,5.82E+10
2-Sep-21,169.25,"$1,812.55",93.53444,169.5358,169.297,$169.26,-0.02%,4598108,32103305.07,998.52,5.82E+10
3-Sep-21,171.06,"$1,823.70",93.53362,170.5773,171.059,$171.04,-0.01%,8351202,32103305.07,998.52,5.85E+10
6-Sep-21,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
7-Sep-21,167.71,"$1,802.15",93.52907,168.5534,167.758,$167.74,-0.01%,9934457,32103305.07,998.52,5.78E+10
8-Sep-21,167.29,"$1,786.00",93.52769,167.0404,167.312,$167.29,-0.01%,6551436,32103305.07,998.52,5.73E+10
9-Sep-21,168.03,"$1,788.25",93.52671,167.2491,167.981,$168.00,0.01%,6479114,32092220.73,998.17,5.74E+10
10-Sep-21,167.18,"$1,794.60",93.52572,167.8413,167.224,$167.21,-0.01%,7420755,32092220.73,998.17,5.76E+10
13-Sep-21,167.74,"$1,793.90",93.52264,167.7703,167.705,$167.73,0.02%,5465352,32157686.58,1000.21,5.77E+10
14-Sep-21,168.82,"$1,792.75",93.52161,167.6609,168.825,$168.83,0.00%,7864909,32157686.58,1000.21,5.76E+10
15-Sep-21,167.83,"$1,796.95",93.52062,168.0519,167.762,$167.79,0.02%,5613519,32101574.21,998.46,5.77E+10
16-Sep-21,164.03,"$1,747.95",93.51916,163.4668,164.089,$164.06,-0.02%,11689700,32148333.79,999.92,5.62E+10
17-Sep-21,163.77,"$1,755.95",93.51821,164.2133,163.849,$163.80,-0.03%,8027580,32204444.72,1001.66,5.65E+10
20-Sep-21,164.94,"$1,757.75",93.51516,164.3763,165.054,$164.96,-0.06%,7306185,32204444.72,1001.66,5.66E+10
21-Sep-21,166.04,"$1,774.45",93.51433,165.9365,166.007,$166.02,0.01%,7079784,32176390.42,1000.79,5.71E+10
22-Sep-21,165.42,"$1,773.40",93.51329,165.8365,165.35,$165.38,0.02%,9556018,32176390.42,1000.79,5.70E+10
23-Sep-21,163.51,"$1,750.00",93.51196,163.6459,163.487,$163.53,0.03%,8432262,31914556.93,992.65,5.58E+10
24-Sep-21,163.3,"$1,746.80",93.51089,163.3448,163.368,$163.32,-0.03%,6751101,31942610.2,993.52,5.58E+10
27-Sep-21,163.64,"$1,755.30",93.50795,164.1345,163.686,$163.64,-0.03%,4741251,31839751.45,990.32,5.59E+10
28-Sep-21,162.05,"$1,733.75",93.50657,162.117,162.075,$162.08,0.00%,9198745,31830400.79,990.03,5.52E+10
29-Sep-21,161.32,"$1,737.15",93.50561,162.4333,161.339,$161.37,0.02%,8345746,31830400.79,990.03,5.53E+10
30-Sep-21,164.22,"$1,742.80",93.50468,162.96,164.194,$164.18,-0.01%,10565093,31830400.79,990.03,5.55E+10
1-Oct-21,164.59,"$1,757.05",93.50391,164.2911,164.478,$164.56,0.05%,6528094,31718196.1,986.54,5.57E+10
4-Oct-21,165.36,"$1,754.55",93.50079,164.0518,165.319,$165.39,0.04%,7553855,31718196.1,986.54,5.56E+10
5-Oct-21,164.59,"$1,753.20",93.49974,163.9237,164.583,$164.57,-0.01%,5568806,31718196.1,986.54,5.56E+10
6-Oct-21,165.03,"$1,759.70",93.49885,164.5299,164.974,$164.99,0.01%,6024642,31718196.1,986.54,5.58E+10
7-Oct-21,164.16,"$1,762.10",93.49788,164.7526,164.164,$164.13,-0.02%,4724789,31718196.1,986.54,5.59E+10
8-Oct-21,164.23,"$1,773.25",93.49709,165.7937,164.256,$164.26,0.00%,8485389,31670224.46,985.05,5.62E+10
11-Oct-21,163.92,"$1,757.65",93.49393,164.3296,163.993,$163.91,-0.05%,3786940,31670224.46,985.05,5.57E+10
12-Oct-21,164.66,"$1,767.75",93.49297,165.2722,164.693,$164.66,-0.02%,5429620,31670224.46,985.05,5.60E+10
13-Oct-21,167.59,"$1,785.70",93.49207,166.9488,167.556,$167.53,-0.02%,11076214,31595430.81,982.72,5.64E+10
14-Oct-21,168,"$1,798.70",93.49114,168.1625,167.962,$167.96,0.00%,5051854,31595430.81,982.72,5.68E+10
15-Oct-21,165.33,"$1,772.65",93.48991,165.7249,165.342,$165.33,-0.01%,8634633,31511289.89,980.1,5.58E+10
18-Oct-21,164.92,"$1,767.85",93.48679,165.2706,164.948,$164.91,-0.02%,4000459,31511289.89,980.1,5.57E+10
19-Oct-21,165.45,"$1,779.55",93.48588,166.3628,165.449,$165.49,0.02%,6570896,31511289.89,980.1,5.61E+10
20-Oct-21,166.9,"$1,778.00",93.48484,166.216,166.861,$166.92,0.04%,4997834,31511289.89,980.1,5.60E+10
21-Oct-21,166.75,"$1,779.30",93.48383,166.3358,166.841,$166.76,-0.05%,4285981,31445851.21,978.07,5.59E+10
22-Oct-21,167.77,"$1,808.25",93.48315,169.0409,167.727,$167.73,0.00%,10656711,31445851.21,978.07,5.68E+10
25-Oct-21,168.93,"$1,805.25",93.48004,168.7548,168.862,$168.91,0.03%,4649048,31445851.21,978.07,5.68E+10
26-Oct-21,167.68,"$1,785.55",93.47874,166.911,167.663,$167.66,0.00%,6638493,31501938.45,979.81,5.62E+10
27-Oct-21,168.12,"$1,795.25",93.47785,167.8161,168.003,$168.11,0.06%,5794242,31604764.09,983.01,5.67E+10
28-Oct-21,168.08,"$1,803.50",93.47696,168.5857,168.095,$168.09,0.00%,6906555,31576721,982.14,5.69E+10
29-Oct-21,166.65,"$1,769.15",93.47538,165.372,166.643,$166.63,-0.01%,7395131,31576721,982.14,5.58E+10
1-Nov-21,167.52,"$1,793.80",93.47275,167.6714,167.573,$167.55,-0.01%,4924828,31492595.52,979.52,5.65E+10
2-Nov-21,167.16,"$1,790.45",93.47166,167.3563,167.137,$167.15,0.01%,3608620,31492595.52,979.52,5.64E+10
3-Nov-21,165.77,"$1,763.45",93.47012,164.8299,165.76,$165.76,0.00%,8589947,31445860.46,978.07,5.54E+10
4-Nov-21,167.65,"$1,796.15",93.46974,167.8857,167.675,$167.67,0.00%,6641815,31360470.13,975.41,5.63E+10
5-Nov-21,169.84,"$1,801.85",93.46873,168.4166,169.828,$169.82,0.00%,9285608,31360470.13,975.41,5.65E+10
8-Nov-21,170.45,"$1,822.35",93.46574,170.3273,170.472,$170.45,-0.01%,4889156,31360470.13,975.41,5.71E+10
9-Nov-21,171.29,"$1,827.30",93.46473,170.7881,171.265,$171.25,-0.01%,5661061,31360470.13,975.41,5.73E+10
10-Nov-21,173.15,"$1,859.40",93.46387,173.7867,173.137,$173.17,0.02%,11429495,31360470.13,975.41,5.83E+10
11-Nov-21,174.12,"$1,857.90",93.46283,173.6446,174.107,$174.10,0.00%,5871856,31379162.69,975.99,5.83E+10
12-Nov-21,174.45,"$1,860.55",93.46182,173.8904,174.418,$174.41,0.00%,7638200,31379162.69,975.99,5.84E+10
15-Nov-21,174.18,"$1,859.90",93.45875,173.8239,174.146,$174.15,0.00%,5420995,31379162.69,975.99,5.84E+10
16-Nov-21,172.92,"$1,859.20",93.45772,173.7566,172.944,$172.94,0.00%,8652017,31379162.69,975.99,5.83E+10
17-Nov-21,174.5,"$1,864.90",93.45674,174.2875,174.47,$174.47,0.00%,6461494,31407199.72,976.87,5.86E+10
18-Nov-21,173.94,"$1,860.30",93.45568,173.8556,173.893,$173.92,0.02%,6248558,31407199.72,976.87,5.84E+10
19-Nov-21,172.61,"$1,861.10",93.45466,173.9285,172.611,$172.65,0.02%,8360406,31668872.76,985,5.89E+10
22-Nov-21,168.74,"$1,816.05",93.45107,169.7118,168.731,$168.70,-0.02%,8360406,31846429.8,990.53,5.78E+10
23-Nov-21,167.28,"$1,789.15",93.4497,167.1955,167.331,$167.31,-0.01%,7992914,31865119.74,991.11,5.70E+10
24-Nov-21,167.12,"$1,782.05",93.44858,166.5301,167.095,$167.11,0.01%,5271871,31865119.74,991.11,5.68E+10
25-Nov-21,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
26-Nov-21,166.85,"$1,800.80",93.4468,168.279,167.511,$166.89,-0.37%,9509796,31921187.82,992.85,5.75E+10
29-Nov-21,166.62,"$1,785.95",93.44349,166.8854,166.684,$166.66,-0.01%,7357215,31921187.82,992.85,5.70E+10
30-Nov-21,165.5,"$1,804.40",93.44277,168.6081,165.49,$165.47,-0.01%,12644066,31921187.82,992.85,5.76E+10
1-Dec-21,166.16,"$1,789.25",93.44149,167.1902,166.2,$166.19,-0.01%,7803456,31855778.77,990.82,5.70E+10
2-Dec-21,165.24,"$1,765.00",93.44003,164.9216,165.179,$165.18,0.00%,9168851,31706274.73,986.17,5.59E+10
3-Dec-21,166.63,"$1,767.55",93.43905,165.1582,166.581,$166.60,0.01%,9358228,31648856.47,984.38,5.59E+10
6-Dec-21,166.22,"$1,778.65",93.43601,166.19,166.241,$166.24,0.00%,4810946,31592794.87,982.64,5.62E+10
7-Dec-21,166.81,"$1,781.35",93.435,166.4404,166.824,$166.82,0.00%,4586332,31592794.87,982.64,5.63E+10
8-Dec-21,166.9,"$1,783.80",93.43398,166.6675,166.864,$166.85,-0.01%,4283710,31592794.87,982.64,5.64E+10
9-Dec-21,165.88,"$1,776.15",93.43292,165.9509,165.881,$165.86,-0.01%,4797689,31592794.87,982.64,5.61E+10
10-Dec-21,166.58,"$1,779.75",93.43192,166.2855,166.58,$166.60,0.01%,6258811,31592794.87,982.64,5.62E+10
13-Dec-21,167,"$1,787.80",93.4289,167.0322,166.976,$166.96,-0.01%,6455502,31592794.87,982.64,5.65E+10
14-Dec-21,165.44,"$1,776.90",93.4278,166.0119,165.465,$165.46,0.00%,8575811,31527395.41,980.6,5.60E+10
15-Dec-21,166.15,"$1,768.65",93.42671,165.2391,166.08,$166.14,0.04%,13977486,31433968.7,977.7,5.56E+10
16-Dec-21,168.16,"$1,795.70",93.42592,167.7649,168.059,$168.15,0.05%,11031815,31433968.7,977.7,5.64E+10
17-Dec-21,167.8,"$1,807.70",93.425,168.8844,167.922,$167.82,-0.06%,9277046,31461996.2,978.57,5.69E+10
20-Dec-21,167.09,"$1,796.30",93.42181,167.8136,167.09,$167.08,-0.01%,6865110,31461996.2,978.57,5.65E+10
21-Dec-21,167.02,"$1,793.75",93.42075,167.5735,167.041,$167.04,0.00%,4428264,31461996.2,978.57,5.64E+10
22-Dec-21,168.59,"$1,792.80",93.41972,167.4829,168.618,$168.63,0.01%,4630777,31303182.67,973.63,5.61E+10
23-Dec-21,168.97,"$1,805.20",93.41885,168.6397,168.985,$168.99,0.00%,4430428,31303182.67,973.63,5.65E+10
27-Dec-21,169.37,"$1,805.20",93.4145,166.843,169.323,$169.35,0.02%,4701656,31303182.67,973.63,5.59E+10
28-Dec-21,168.64,"$1,805.20",93.41348,166.8411,168.677,$168.65,-0.02%,4701656,31368572.11,975.66,5.60E+10
29-Dec-21,168.59,"$1,794.25",93.41259,167.6055,168.558,$168.57,0.01%,5883061,31368572.11,975.66,5.63E+10
30-Dec-21,169.8,"$1,805.85",93.41175,168.6876,169.753,$169.77,0.01%,5298244,31368572.11,975.66,5.66E+10
31-Dec-21,170.96,"$1,805.85",93.41097,170.0173,170.905,$170.93,0.01%,6915592,31368572.11,975.66,5.71E+10
3-Jan-22,168.33,"$1,805.85",93.4079,170.0117,168.461,$168.31,-0.09%,8853159,31368572.11,975.66,5.71E+10
4-Jan-22,169.57,"$1,811.40",93.40671,169.1969,169.571,$169.57,0.00%,6921956,31518022.85,980.31,5.71E+10
5-Jan-22,169.06,"$1,826.25",93.40597,170.5827,169.069,$169.05,-0.01%,8559143,31507548.84,979.99,5.75E+10
6-Jan-22,166.99,"$1,789.35",93.40485,167.134,167.008,$167.02,0.01%,10454437,31470186.9,978.82,5.63E+10
7-Jan-22,167.75,"$1,792.60",93.40383,167.4357,167.674,$167.74,0.04%,7919643,31414144.6,977.08,5.63E+10
10-Jan-22,168.26,"$1,794.20",93.40077,167.5797,168.229,$168.22,-0.01%,6812027,31414144.6,977.08,5.64E+10
11-Jan-22,170.29,"$1,806.80",93.39982,168.7548,170.277,$170.28,0.00%,8359694,31386124.66,976.21,5.67E+10
12-Jan-22,170.74,"$1,821.40",93.39889,170.1167,170.663,$170.69,0.02%,6161682,31386124.66,976.21,5.72E+10
13-Jan-22,170.16,"$1,820.35",93.39786,170.0168,170.124,$170.18,0.03%,6648670,31386124.66,976.21,5.71E+10
14-Jan-22,169.67,"$1,822.95",93.39685,170.2578,169.663,$169.65,-0.01%,7823017,31386124.66,976.21,5.72E+10
17-Jan-22,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
18-Jan-22,169.39,"$1,817.25",93.39271,169.7179,169.41,$169.41,0.00%,9090053,31386124.66,976.21,5.70E+10
19-Jan-22,172.08,"$1,826.95",93.39178,170.6221,172.084,$172.11,0.02%,15551405,31554229.86,981.44,5.76E+10
20-Jan-22,171.65,"$1,845.35",93.39095,172.339,171.667,$171.67,0.00%,9514961,31535551.67,980.86,5.82E+10
21-Jan-22,171.09,"$1,837.60",93.38984,171.6132,170.95,$171.08,0.08%,10776359,32422755.15,1008.45,5.96E+10
24-Jan-22,172.03,"$1,831.60",93.3867,171.0471,171.974,$171.98,0.00%,14936299,32422755.15,1008.45,5.94E+10
25-Jan-22,172.58,"$1,847.30",93.38587,172.5117,172.538,$172.53,0.00%,16897987,32572172.54,1013.1,6.02E+10
26-Jan-22,169.79,"$1,835.95",93.3847,171.4496,169.853,$169.73,-0.07%,17676663,32609526.42,1014.26,5.99E+10
27-Jan-22,167.6,"$1,806.75",93.38326,168.7202,167.618,$167.63,0.01%,15713846,32609526.42,1014.26,5.89E+10
28-Jan-22,167.1,"$1,788.15",93.38196,166.9809,167.037,$167.05,0.01%,9574582,32609526.42,1014.26,5.83E+10
31-Jan-22,168.09,"$1,795.25",93.37901,167.6387,168.04,$168.08,0.02%,8291013,32721581.24,1017.75,5.87E+10
1-Feb-22,168.23,"$1,799.85",93.37807,168.0665,168.207,$168.20,0.00%,9730481,32730919.04,1018.04,5.89E+10
2-Feb-22,168.84,"$1,803.65",93.37711,168.4196,168.7,$168.82,0.07%,9068682,32684230.49,1016.59,5.89E+10
3-Feb-22,168.6,"$1,792.70",93.37588,167.3949,168.595,$168.58,-0.01%,10644245,32628204.96,1014.84,5.85E+10
4-Feb-22,168.86,"$1,804.70",93.37509,168.514,168.789,$168.84,0.03%,9533315,32523972.84,1011.6,5.87E+10
7-Feb-22,170.11,"$1,813.55",93.37205,169.3349,170.091,$170.09,0.00%,7749848,32523972.84,1011.6,5.90E+10
8-Feb-22,170.63,"$1,822.60",93.37107,170.1781,170.594,$170.60,0.00%,5767950,32664029.44,1015.96,5.95E+10
9-Feb-22,171.21,"$1,822.60",93.37007,170.6618,171.166,$171.20,0.02%,7764092,32664029.44,1015.96,5.97E+10
10-Feb-22,170.56,"$1,835.35",93.36908,171.3649,170.581,$170.58,0.00%,10467554,32664029.44,1015.96,5.99E+10
11-Feb-22,173.81,"$1,831.15",93.36803,170.9709,173.8,$173.80,AWAITED,25721371,32776071.08,1019.44,6.00E+10
14-Feb-22,174.74,"$1,866.15",93.36521,174.2335,174.775,$174.78,0.00%,13397570,32776071.08,1019.44,6.12E+10
15-Feb-22,173.08,"$1,848.55",93.36405,172.5881,173.041,$173.02,-0.01%,12339335,32776071.08,1019.44,6.06E+10
16-Feb-22,174.86,"$1,862.60",93.36315,173.8982,174.804,$174.82,0.01%,12746364,32776071.08,1019.44,6.10E+10
17-Feb-22,177.25,"$1,893.45",93.36238,176.777,177.309,$177.29,-0.01%,18533184,32776071.08,1019.44,6.20E+10
18-Feb-22,177.12,"$1,893.60",93.36136,176.7891,177.106,$177.13,0.01%,13112275,32925449.26,1024.09,6.23E+10
21-Feb-22,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
22-Feb-22,177.49,"$1,900.10",93.35734,177.3883,177.477,$177.45,-0.02%,14735429,32925449.26,1024.09,6.25E+10
23-Feb-22,178.29,"$1,904.70",93.35637,177.8159,178.255,$178.25,0.00%,11557562,33093490.72,1029.31,6.30E+10
